0.07856  -nan  -nan
0.171302  2.79533  0.00796185
0.171412  2.79576  0.00795079
0.171522  2.79618  0.00793981
0.171631  2.7966  0.00792889
0.171741  2.79702  0.00791803
0.171851  2.79744  0.00790724
0.17196  2.79785  0.00789652
0.17207  2.79826  0.00788585
0.172179  2.79867  0.00787526
0.172289  2.79908  0.00786472
0.172399  2.79949  0.00785425
0.172508  2.79989  0.00784383
0.172618  2.80029  0.00783348
0.172728  2.80069  0.00782319
0.172837  2.80109  0.00781296
0.172947  2.80148  0.00780279
0.173056  2.80188  0.00779268
0.173166  2.80227  0.00778263
0.173276  2.80266  0.00777263
0.173385  2.80304  0.00776269
0.173495  2.80343  0.00775281
0.173605  2.80381  0.00774299
0.173714  2.80419  0.00773322
0.173824  2.80457  0.00772351
0.173933  2.80495  0.00771385
0.174043  2.80533  0.00770425
0.174153  2.8057  0.0076947
0.174262  2.80607  0.00768521
0.174372  2.80644  0.00767577
0.174482  2.80681  0.00766638
0.174591  2.80717  0.00765704
0.174701  2.80754  0.00764776
0.17481  2.8079  0.00763852
0.17492  2.80826  0.00762934
0.17503  2.80862  0.00762021
0.175139  2.80898  0.00761113
0.175249  2.80933  0.0076021
0.175359  2.80969  0.00759312
0.175468  2.81004  0.00758419
0.175578  2.81039  0.00757531
0.175687  2.81074  0.00756648
0.175797  2.81108  0.00755769
0.175907  2.81143  0.00754895
0.176016  2.81177  0.00754026
0.176126  2.81211  0.00753161
0.176236  2.81245  0.00752302
0.176345  2.81279  0.00751446
0.176455  2.81313  0.00750596
0.176564  2.81346  0.0074975
0.176674  2.8138  0.00748908
0.176784  2.81413  0.00748071
0.176893  2.81446  0.00747238
0.177003  2.81479  0.0074641
0.177113  2.81512  0.00745586
0.177222  2.81544  0.00744767
0.177332  2.81577  0.00743951
0.177441  2.81609  0.0074314
0.177551  2.81641  0.00742333
0.177661  2.81673  0.00741531
0.17777  2.81705  0.00740732
0.17788  2.81736  0.00739938
0.17799  2.81768  0.00739148
0.178099  2.81799  0.00738362
0.178209  2.8183  0.0073758
0.178318  2.81861  0.00736802
0.178428  2.81892  0.00736028
0.178538  2.81923  0.00735257
0.178647  2.81954  0.00734491
0.178757  2.81984  0.00733729
0.178867  2.82015  0.0073297
0.178976  2.82045  0.00732216
0.179086  2.82075  0.00731465
0.179195  2.82105  0.00730718
0.179305  2.82135  0.00729975
0.179415  2.82164  0.00729235
0.179524  2.82194  0.00728499
0.179634  2.82223  0.00727767
0.179744  2.82253  0.00727038
0.179853  2.82282  0.00726313
0.179963  2.82311  0.00725592
0.180072  2.8234  0.00724874
0.180182  2.82368  0.0072416
0.180292  2.82397  0.00723449
0.180401  2.82425  0.00722742
0.180511  2.82454  0.00722038
0.180621  2.82482  0.00721338
0.18073  2.8251  0.00720641
0.18084  2.82538  0.00719947
0.180949  2.82566  0.00719257
0.181059  2.82594  0.0071857
0.181169  2.82621  0.00717886
0.181278  2.82649  0.00717206
0.181388  2.82676  0.00716529
0.181498  2.82703  0.00715855
0.181607  2.82731  0.00715185
0.181717  2.82758  0.00714517
0.181826  2.82784  0.00713853
0.181936  2.82811  0.00713192
0.182046  2.82838  0.00712534
0.182155  2.82864  0.0071188
0.182265  2.82891  0.00711228
0.182375  2.82917  0.00710579
0.182484  2.82943  0.00709934
0.182594  2.8297  0.00709291
0.182703  2.82996  0.00708652
0.182813  2.83021  0.00708015
0.182923  2.83047  0.00707382
0.183032  2.83073  0.00706751
0.183142  2.83098  0.00706123
0.183252  2.83124  0.00705498
0.183361  2.83149  0.00704876
0.183471  2.83174  0.00704257
0.18358  2.83199  0.00703641
0.18369  2.83224  0.00703028
0.1838  2.83249  0.00702417
0.183909  2.83274  0.00701809
0.184019  2.83299  0.00701204
0.184129  2.83323  0.00700602
0.184238  2.83348  0.00700002
0.184348  2.83372  0.00699406
0.184457  2.83397  0.00698811
0.184567  2.83421  0.0069822
0.184677  2.83445  0.00697631
0.184786  2.83469  0.00697045
0.184896  2.83493  0.00696462
0.185006  2.83517  0.00695881
0.185115  2.8354  0.00695302
0.185225  2.83564  0.00694727
0.185334  2.83587  0.00694153
0.185444  2.83611  0.00693583
0.185554  2.83634  0.00693015
0.185663  2.83657  0.00692449
0.185773  2.8368  0.00691886
0.185883  2.83703  0.00691325
0.185992  2.83726  0.00690767
0.186102  2.83749  0.00690211
0.186211  2.83772  0.00689658
0.186321  2.83794  0.00689107
0.186431  2.83817  0.00688558
0.18654  2.83839  0.00688012
0.18665  2.83862  0.00687469
0.18676  2.83884  0.00686927
0.186869  2.83906  0.00686388
0.186979  2.83928  0.00685851
0.187088  2.8395  0.00685317
0.187198  2.83972  0.00684785
0.187308  2.83994  0.00684255
0.187417  2.84016  0.00683727
0.187527  2.84038  0.00683202
0.187637  2.84059  0.00682679
0.187746  2.84081  0.00682158
0.187856  2.84102  0.00681639
0.187965  2.84124  0.00681123
0.188075  2.84145  0.00680608
0.188185  2.84166  0.00680096
0.188294  2.84187  0.00679586
0.188404  2.84208  0.00679078
0.188514  2.84229  0.00678573
0.188623  2.8425  0.00678069
0.188733  2.84271  0.00677568
0.188842  2.84291  0.00677068
0.188952  2.84312  0.00676571
0.189062  2.84332  0.00676076
0.189171  2.84353  0.00675582
0.189281  2.84373  0.00675091
0.189391  2.84393  0.00674602
0.1895  2.84414  0.00674115
0.18961  2.84434  0.0067363
0.189719  2.84454  0.00673147
0.189829  2.84474  0.00672665
0.189939  2.84494  0.00672186
0.190048  2.84514  0.00671709
0.190158  2.84533  0.00671234
0.190268  2.84553  0.0067076
0.190377  2.84573  0.00670289
0.190487  2.84592  0.00669819
0.190596  2.84612  0.00669352
0.190706  2.84631  0.00668886
0.190816  2.8465  0.00668422
0.190925  2.84669  0.0066796
0.191035  2.84689  0.006675
0.191145  2.84708  0.00667041
0.191254  2.84727  0.00666585
0.191364  2.84746  0.0066613
0.191473  2.84765  0.00665677
0.191583  2.84783  0.00665226
0.191693  2.84802  0.00664777
0.191802  2.84821  0.0066433
0.191912  2.84839  0.00663884
0.192022  2.84858  0.0066344
0.192131  2.84876  0.00662998
0.192241  2.84895  0.00662557
0.19235  2.84913  0.00662118
0.19246  2.84931  0.00661681
0.19257  2.8495  0.00661246
0.192679  2.84968  0.00660812
0.192789  2.84986  0.0066038
0.192899  2.85004  0.0065995
0.193008  2.85022  0.00659522
0.193118  2.8504  0.00659095
0.193227  2.85057  0.00658669
0.193337  2.85075  0.00658246
0.193447  2.85093  0.00657824
0.193556  2.8511  0.00657403
0.193666  2.85128  0.00656984
0.193776  2.85145  0.00656567
0.193885  2.85163  0.00656152
0.193995  2.8518  0.00655738
0.194104  2.85198  0.00655325
0.194214  2.85215  0.00654914
0.194324  2.85232  0.00654505
0.194433  2.85249  0.00654097
0.194543  2.85266  0.00653691
0.194653  2.85283  0.00653287
0.194762  2.853  0.00652883
0.194872  2.85317  0.00652482
0.194981  2.85334  0.00652082
0.195091  2.8535  0.00651683
0.195201  2.85367  0.00651286
0.19531  2.85384  0.0065089
0.19542  2.854  0.00650496
0.19553  2.85417  0.00650104
0.195639  2.85433  0.00649712
0.195749  2.8545  0.00649323
0.195858  2.85466  0.00648934
0.195968  2.85482  0.00648547
0.196078  2.85499  0.00648162
0.196187  2.85515  0.00647778
0.196297  2.85531  0.00647395
0.196407  2.85547  0.00647014
0.196516  2.85563  0.00646634
0.196626  2.85579  0.00646256
0.196735  2.85595  0.00645879
0.196845  2.85611  0.00645503
0.196955  2.85626  0.00645129
0.197064  2.85642  0.00644756
0.197174  2.85658  0.00644384
0.197284  2.85673  0.00644014
0.197393  2.85689  0.00643645
0.197503  2.85705  0.00643278
0.197612  2.8572  0.00642911
0.197722  2.85735  0.00642547
0.197832  2.85751  0.00642183
0.197941  2.85766  0.00641821
0.198051  2.85781  0.0064146
0.198161  2.85797  0.006411
0.19827  2.85812  0.00640742
0.19838  2.85827  0.00640384
0.198489  2.85842  0.00640029
0.198599  2.85857  0.00639674
0.198709  2.85872  0.00639321
0.198818  2.85887  0.00638969
0.198928  2.85902  0.00638618
0.199038  2.85916  0.00638268
0.199147  2.85931  0.0063792
0.199257  2.85946  0.00637573
0.199366  2.85961  0.00637227
0.199476  2.85975  0.00636882
0.199586  2.8599  0.00636539
0.199695  2.86004  0.00636196
0.199805  2.86019  0.00635855
0.199915  2.86033  0.00635515
0.200024  2.86047  0.00635176
0.200134  2.86062  0.00634839
0.200243  2.86076  0.00634503
0.200353  2.8609  0.00634167
0.200463  2.86105  0.00633833
0.200572  2.86119  0.006335
0.200682  2.86133  0.00633169
0.200792  2.86147  0.00632838
0.200901  2.86161  0.00632509
0.201011  2.86175  0.0063218
0.20112  2.86189  0.00631853
0.20123  2.86202  0.00631527
0.20134  2.86216  0.00631202
0.201449  2.8623  0.00630878
0.201559  2.86244  0.00630555
0.201669  2.86257  0.00630234
0.201778  2.86271  0.00629913
0.201888  2.86285  0.00629593
0.201997  2.86298  0.00629275
0.202107  2.86312  0.00628958
0.202217  2.86325  0.00628641
0.202326  2.86339  0.00628326
0.202436  2.86352  0.00628012
0.202546  2.86365  0.00627699
0.202655  2.86379  0.00627387
0.202765  2.86392  0.00627076
0.202874  2.86405  0.00626766
0.202984  2.86418  0.00626457
0.203094  2.86431  0.00626149
0.203203  2.86445  0.00625842
0.203313  2.86458  0.00625537
0.203423  2.86471  0.00625232
0.203532  2.86484  0.00624928
0.203642  2.86496  0.00624625
0.203751  2.86509  0.00624323
0.203861  2.86522  0.00624022
0.203971  2.86535  0.00623723
0.20408  2.86548  0.00623424
0.20419  2.8656  0.00623126
0.2043  2.86573  0.00622829
0.204409  2.86586  0.00622533
0.204519  2.86598  0.00622238
0.204628  2.86611  0.00621944
0.204738  2.86623  0.00621651
0.204848  2.86636  0.00621359
0.204957  2.86648  0.00621068
0.205067  2.86661  0.00620778
0.205177  2.86673  0.00620489
0.205286  2.86686  0.006202
0.205396  2.86698  0.00619913
0.205505  2.8671  0.00619626
0.205615  2.86722  0.00619341
0.205725  2.86734  0.00619056
0.205834  2.86747  0.00618773
0.205944  2.86759  0.0061849
0.206054  2.86771  0.00618208
0.206163  2.86783  0.00617927
0.206273  2.86795  0.00617647
0.206382  2.86807  0.00617368
0.206492  2.86819  0.00617089
0.206602  2.86831  0.00616812
0.206711  2.86842  0.00616536
0.206821  2.86854  0.0061626
0.206931  2.86866  0.00615985
0.20704  2.86878  0.00615711
0.20715  2.86889  0.00615438
0.207259  2.86901  0.00615166
0.207369  2.86913  0.00614895
0.207479  2.86924  0.00614624
0.207588  2.86936  0.00614354
0.207698  2.86948  0.00614086
0.207808  2.86959  0.00613818
0.207917  2.8697  0.00613551
0.208027  2.86982  0.00613284
0.208136  2.86993  0.00613019
0.208246  2.87005  0.00612754
0.208356  2.87016  0.00612491
0.208465  2.87027  0.00612228
0.208575  2.87039  0.00611965
0.208685  2.8705  0.00611704
0.208794  2.87061  0.00611444
0.208904  2.87072  0.00611184
0.209013  2.87083  0.00610925
0.209123  2.87094  0.00610667
0.209233  2.87105  0.00610409
0.209342  2.87116  0.00610153
0.209452  2.87127  0.00609897
0.209562  2.87138  0.00609642
0.209671  2.87149  0.00609388
0.209781  2.8716  0.00609134
0.20989  2.87171  0.00608882
0.21  2.87182  0.0060863
