0.07856  -nan  -nan
0.105747  0.114175  0.00308893
0.105857  0.115275  0.00312168
0.105966  0.116384  0.00315478
0.106076  0.117503  0.00318824
0.106185  0.118632  0.00322206
0.106295  0.119772  0.00325626
0.106405  0.120921  0.00329082
0.106514  0.122081  0.00332577
0.106624  0.123252  0.0033611
0.106734  0.124433  0.00339682
0.106843  0.125624  0.00343294
0.106953  0.126827  0.00346946
0.107062  0.128041  0.00350639
0.107172  0.129266  0.00354374
0.107282  0.130502  0.00358151
0.107391  0.131749  0.00361971
0.107501  0.133009  0.00365834
0.107611  0.13428  0.00369741
0.10772  0.135562  0.00373693
0.10783  0.136857  0.00377691
0.107939  0.138164  0.00381735
0.108049  0.139483  0.00385826
0.108159  0.140815  0.00389964
0.108268  0.142159  0.00394152
0.108378  0.143516  0.00398388
0.108488  0.144886  0.00402675
0.108597  0.14627  0.00407013
0.108707  0.147666  0.00411402
0.108816  0.149076  0.00415844
0.108926  0.1505  0.00420339
0.109036  0.151938  0.00424889
0.109145  0.153389  0.00429494
0.109255  0.154855  0.00434155
0.109365  0.156335  0.00438873
0.109474  0.15783  0.00443649
0.109584  0.159339  0.00448484
0.109693  0.160864  0.00453379
0.109803  0.162404  0.00458336
0.109913  0.163959  0.00463354
0.110022  0.165529  0.00468435
0.110132  0.167116  0.00473581
0.110242  0.168719  0.00478792
0.110351  0.170337  0.00484069
0.110461  0.171973  0.00489415
0.11057  0.173625  0.00494828
0.11068  0.175294  0.00500312
0.11079  0.17698  0.00505868
0.110899  0.178684  0.00511495
0.111009  0.180405  0.00517197
0.111119  0.182144  0.00522973
0.111228  0.183902  0.00528827
0.111338  0.185677  0.00534758
0.111447  0.187472  0.00540768
0.111557  0.189286  0.00546859
0.111667  0.191119  0.00553032
0.111776  0.192971  0.00559289
0.111886  0.194843  0.00565631
0.111996  0.196736  0.0057206
0.112105  0.198649  0.00578577
0.112215  0.200582  0.00585184
0.112324  0.202537  0.00591883
0.112434  0.204513  0.00598676
0.112544  0.20651  0.00605563
0.112653  0.20853  0.00612548
0.112763  0.210572  0.00619632
0.112873  0.212637  0.00626816
0.112982  0.214724  0.00634103
0.113092  0.216836  0.00641495
0.113201  0.21897  0.00648993
0.113311  0.221129  0.006566
0.113421  0.223313  0.00664318
0.11353  0.225521  0.00672149
0.11364  0.227755  0.00680095
0.11375  0.230014  0.00688159
0.113859  0.232299  0.00696342
0.113969  0.234611  0.00704648
0.114078  0.23695  0.00713078
0.114188  0.239315  0.00721635
0.114298  0.241709  0.00730322
0.114407  0.244131  0.00739142
0.114517  0.246582  0.00748096
0.114627  0.249061  0.00757188
0.114736  0.251571  0.0076642
0.114846  0.25411  0.00775795
0.114955  0.25668  0.00785317
0.115065  0.259281  0.00794988
0.115175  0.261914  0.00804811
0.115284  0.264579  0.0081479
0.115394  0.267277  0.00824927
0.115504  0.270007  0.00835226
0.115613  0.272772  0.0084569
0.115723  0.275571  0.00856324
0.115832  0.278405  0.00867129
0.115942  0.281274  0.0087811
0.116052  0.284179  0.00889271
0.116161  0.287121  0.00900615
0.116271  0.290101  0.00912147
0.116381  0.293119  0.00923869
0.11649  0.296175  0.00935787
0.1166  0.299271  0.00947904
0.116709  0.302406  0.00960225
0.116819  0.305583  0.00972754
0.116929  0.3088  0.00985495
0.117038  0.312061  0.00998453
0.117148  0.315364  0.0101163
0.117258  0.31871  0.0102504
0.117367  0.322101  0.0103868
0.117477  0.325538  0.0105255
0.117586  0.32902  0.0106667
0.117696  0.33255  0.0108103
0.117806  0.336127  0.0109564
0.117915  0.339752  0.0111051
0.118025  0.343428  0.0112565
0.118135  0.347153  0.0114105
0.118244  0.35093  0.0115673
0.118354  0.354759  0.0117269
0.118463  0.358641  0.0118893
0.118573  0.362578  0.0120547
0.118683  0.36657  0.012223
0.118792  0.370617  0.0123944
0.118902  0.374722  0.0125689
0.119012  0.378886  0.0127467
0.119121  0.383108  0.0129276
0.119231  0.387391  0.0131119
0.11934  0.391736  0.0132996
0.11945  0.396144  0.0134908
0.11956  0.400615  0.0136855
0.119669  0.405151  0.0138838
0.119779  0.409754  0.0140858
0.119889  0.414424  0.0142916
0.119998  0.419163  0.0145012
0.120108  0.423973  0.0147148
0.120217  0.428853  0.0149324
0.120327  0.433807  0.015154
0.120437  0.438834  0.0153798
0.120546  0.443937  0.0156099
0.120656  0.449117  0.0158444
0.120766  0.454376  0.0160832
0.120875  0.459714  0.0163266
0.120985  0.465134  0.0165746
0.121094  0.470636  0.0168273
0.121204  0.476223  0.0170848
0.121314  0.481896  0.0173471
0.121423  0.487657  0.0176144
0.121533  0.493507  0.0178868
0.121643  0.499447  0.0181642
0.121752  0.505481  0.018447
0.121862  0.511608  0.018735
0.121971  0.517832  0.0190284
0.122081  0.524153  0.0193274
0.122191  0.530573  0.0196319
0.1223  0.537096  0.019942
0.12241  0.543721  0.0202579
0.122519  0.550451  0.0205797
0.122629  0.557288  0.0209073
0.122739  0.564234  0.021241
0.122848  0.57129  0.0215807
0.122958  0.578459  0.0219265
0.123068  0.585742  0.0222785
0.123177  0.593142  0.0226367
0.123287  0.60066  0.0230013
0.123396  0.608298  0.0233722
0.123506  0.616059  0.0237495
0.123616  0.623944  0.0241332
0.123725  0.631955  0.0245235
0.123835  0.640094  0.0249202
0.123945  0.648363  0.0253234
0.124054  0.656765  0.0257331
0.124164  0.6653  0.0261493
0.124273  0.673972  0.026572
0.124383  0.682781  0.0270012
0.124493  0.69173  0.0274368
0.124602  0.700821  0.0278787
0.124712  0.710055  0.028327
0.124822  0.719434  0.0287814
0.124931  0.72896  0.0292419
0.125041  0.738634  0.0297084
0.12515  0.748459  0.0301807
0.12526  0.758435  0.0306587
0.12537  0.768565  0.0311422
0.125479  0.778849  0.031631
0.125589  0.789289  0.0321248
0.125699  0.799886  0.0326235
0.125808  0.810641  0.0331267
0.125918  0.821556  0.0336341
0.126027  0.83263  0.0341454
0.126137  0.843865  0.0346603
0.126247  0.855262  0.0351783
0.126356  0.86682  0.0356991
0.126466  0.87854  0.0362222
0.126576  0.890422  0.0367471
0.126685  0.902467  0.0372733
0.126795  0.914673  0.0378002
0.126904  0.92704  0.0383274
0.127014  0.939568  0.0388542
0.127124  0.952256  0.03938
0.127233  0.965102  0.039904
0.127343  0.978105  0.0404257
0.127453  0.991264  0.0409443
0.127562  1.00458  0.041459
0.127672  1.01804  0.0419691
0.127781  1.03165  0.0424738
0.127891  1.04541  0.0429722
0.128001  1.05932  0.0434636
0.12811  1.07336  0.043947
0.12822  1.08754  0.0444217
0.12833  1.10185  0.0448866
0.128439  1.11629  0.0453411
0.128549  1.13086  0.045784
0.128658  1.14555  0.0462147
0.128768  1.16035  0.0466321
0.128878  1.17526  0.0470355
0.128987  1.19027  0.047424
0.129097  1.20538  0.0477966
0.129207  1.22059  0.0481527
0.129316  1.23587  0.0484914
0.129426  1.25124  0.0488121
0.129535  1.26668  0.0491138
0.129645  1.28219  0.0493961
0.129755  1.29776  0.0496582
0.129864  1.31337  0.0498997
0.129974  1.32903  0.0501199
0.130084  1.34473  0.0503184
0.130193  1.36045  0.0504948
0.130303  1.3762  0.0506488
0.130412  1.39195  0.05078
0.130522  1.40772  0.0508884
0.130632  1.42348  0.0509737
0.130741  1.43922  0.0510358
0.130851  1.45495  0.0510748
0.130961  1.47066  0.0510907
0.13107  1.48633  0.0510837
0.13118  1.50195  0.0510539
0.131289  1.51753  0.0510017
0.131399  1.53305  0.0509273
0.131509  1.54851  0.0508311
0.131618  1.5639  0.0507137
0.131728  1.57921  0.0505754
0.131838  1.59443  0.0504168
0.131947  1.60957  0.0502386
0.132057  1.62461  0.0500413
0.132166  1.63954  0.0498257
0.132276  1.65437  0.0495923
0.132386  1.66909  0.0493421
0.132495  1.68368  0.0490757
0.132605  1.69816  0.0487939
0.132715  1.7125  0.0484974
0.132824  1.72671  0.0481872
0.132934  1.74079  0.047864
0.133043  1.75473  0.0475287
0.133153  1.76853  0.0471819
0.133263  1.78218  0.0468247
0.133372  1.79568  0.0464577
0.133482  1.80903  0.0460817
0.133592  1.82223  0.0456976
0.133701  1.83527  0.0453061
0.133811  1.84816  0.044908
0.13392  1.86089  0.0445039
0.13403  1.87346  0.0440946
0.13414  1.88586  0.0436808
0.134249  1.89811  0.0432631
0.134359  1.9102  0.0428421
0.134469  1.92212  0.0424186
0.134578  1.93389  0.041993
0.134688  1.94549  0.0415659
0.134797  1.95693  0.0411379
0.134907  1.9682  0.0407094
0.135017  1.97932  0.0402809
0.135126  1.99028  0.0398529
0.135236  2.00107  0.0394258
0.135346  2.01171  0.0389999
0.135455  2.0222  0.0385757
0.135565  2.03252  0.0381536
0.135674  2.04269  0.0377337
0.135784  2.05271  0.0373165
0.135894  2.06258  0.0369021
0.136003  2.07229  0.0364909
0.136113  2.08186  0.0360831
0.136223  2.09128  0.0356789
0.136332  2.10055  0.0352785
0.136442  2.10969  0.034882
0.136551  2.11867  0.0344896
0.136661  2.12752  0.0341015
0.136771  2.13623  0.0337178
0.13688  2.14481  0.0333386
0.13699  2.15325  0.032964
0.1371  2.16156  0.032594
0.137209  2.16973  0.0322288
0.137319  2.17778  0.0318684
0.137428  2.18571  0.0315128
0.137538  2.1935  0.0311622
0.137648  2.20118  0.0308164
0.137757  2.20873  0.0304756
0.137867  2.21617  0.0301397
0.137977  2.22349  0.0298088
0.138086  2.23069  0.0294828
0.138196  2.23779  0.0291618
0.138305  2.24477  0.0288456
0.138415  2.25164  0.0285344
0.138525  2.2584  0.028228
0.138634  2.26506  0.0279265
0.138744  2.27162  0.0276298
0.138854  2.27807  0.0273378
0.138963  2.28443  0.0270506
0.139073  2.29069  0.0267681
0.139182  2.29685  0.0264901
0.139292  2.30291  0.0262168
0.139402  2.30889  0.0259479
0.139511  2.31477  0.0256836
0.139621  2.32056  0.0254236
0.139731  2.32626  0.025168
0.13984  2.33188  0.0249167
0.13995  2.33742  0.0246696
0.140059  2.34287  0.0244267
0.140169  2.34824  0.024188
0.140279  2.35353  0.0239532
0.140388  2.35874  0.0237224
0.140498  2.36387  0.0234956
0.140608  2.36893  0.0232726
0.140717  2.37391  0.0230534
0.140827  2.37882  0.022838
0.140936  2.38366  0.0226262
0.141046  2.38843  0.022418
0.141156  2.39313  0.0222133
0.141265  2.39776  0.0220121
0.141375  2.40233  0.0218144
0.141485  2.40683  0.02162
0.141594  2.41127  0.0214289
0.141704  2.41564  0.021241
0.141813  2.41995  0.0210563
0.141923  2.4242  0.0208747
0.142033  2.42839  0.0206962
0.142142  2.43253  0.0205207
0.142252  2.4366  0.0203481
0.142362  2.44062  0.0201784
0.142471  2.44459  0.0200116
0.142581  2.4485  0.0198475
0.14269  2.45236  0.0196861
0.1428  2.45616  0.0195275
0.14291  2.45992  0.0193714
0.143019  2.46362  0.0192179
0.143129  2.46727  0.019067
0.143239  2.47088  0.0189185
0.143348  2.47443  0.0187725
0.143458  2.47795  0.0186288
0.143567  2.48141  0.0184875
0.143677  2.48483  0.0183484
0.143787  2.4882  0.0182116
0.143896  2.49153  0.018077
0.144006  2.49482  0.0179445
0.144116  2.49807  0.0178142
0.144225  2.50127  0.0176859
0.144335  2.50443  0.0175597
0.144444  2.50756  0.0174354
0.144554  2.51064  0.0173131
0.144664  2.51369  0.0171928
0.144773  2.51669  0.0170743
0.144883  2.51966  0.0169576
0.144993  2.5226  0.0168428
0.145102  2.52549  0.0167297
0.145212  2.52836  0.0166183
0.145321  2.53118  0.0165087
0.145431  2.53397  0.0164007
0.145541  2.53673  0.0162944
0.14565  2.53946  0.0161897
0.14576  2.54215  0.0160865
0.14587  2.54481  0.0159849
0.145979  2.54744  0.0158848
0.146089  2.55004  0.0157862
0.146198  2.55261  0.015689
0.146308  2.55515  0.0155933
0.146418  2.55765  0.015499
0.146527  2.56013  0.015406
0.146637  2.56258  0.0153145
0.146747  2.565  0.0152242
0.146856  2.5674  0.0151352
0.146966  2.56977  0.0150475
0.147075  2.57211  0.0149611
0.147185  2.57442  0.0148759
0.147295  2.57671  0.0147919
0.147404  2.57897  0.014709
0.147514  2.58121  0.0146274
0.147624  2.58342  0.0145468
0.147733  2.58561  0.0144674
0.147843  2.58777  0.0143891
0.147952  2.58991  0.0143119
0.148062  2.59203  0.0142357
0.148172  2.59413  0.0141606
0.148281  2.5962  0.0140864
0.148391  2.59825  0.0140133
0.148501  2.60027  0.0139412
0.14861  2.60228  0.01387
0.14872  2.60426  0.0137998
0.148829  2.60623  0.0137305
0.148939  2.60817  0.0136621
0.149049  2.61009  0.0135947
0.149158  2.612  0.0135281
0.149268  2.61388  0.0134623
0.149378  2.61574  0.0133975
0.149487  2.61759  0.0133334
0.149597  2.61941  0.0132702
0.149706  2.62122  0.0132078
0.149816  2.62301  0.0131462
0.149926  2.62478  0.0130854
0.150035  2.62653  0.0130253
0.150145  2.62827  0.012966
0.150255  2.62999  0.0129074
0.150364  2.63169  0.0128496
0.150474  2.63337  0.0127924
0.150583  2.63504  0.012736
0.150693  2.63669  0.0126803
0.150803  2.63832  0.0126252
0.150912  2.63994  0.0125708
0.151022  2.64155  0.0125171
0.151132  2.64314  0.012464
0.151241  2.64471  0.0124116
0.151351  2.64627  0.0123598
0.15146  2.64781  0.0123085
0.15157  2.64934  0.0122579
0.15168  2.65085  0.0122079
0.151789  2.65235  0.0121585
0.151899  2.65384  0.0121097
0.152009  2.65531  0.0120614
0.152118  2.65676  0.0120137
0.152228  2.65821  0.0119665
0.152337  2.65964  0.0119199
0.152447  2.66106  0.0118738
0.152557  2.66246  0.0118282
0.152666  2.66386  0.0117831
0.152776  2.66523  0.0117386
0.152886  2.6666  0.0116945
0.152995  2.66796  0.011651
0.153105  2.6693  0.0116079
0.153214  2.67063  0.0115653
0.153324  2.67195  0.0115231
0.153434  2.67326  0.0114815
0.153543  2.67455  0.0114402
0.153653  2.67583  0.0113995
0.153763  2.67711  0.0113591
0.153872  2.67837  0.0113192
0.153982  2.67962  0.0112798
0.154091  2.68086  0.0112407
0.154201  2.68209  0.0112021
0.154311  2.68331  0.0111638
0.15442  2.68452  0.011126
0.15453  2.68571  0.0110886
0.15464  2.6869  0.0110515
0.154749  2.68808  0.0110149
0.154859  2.68925  0.0109786
0.154968  2.69041  0.0109427
0.155078  2.69155  0.0109071
0.155188  2.69269  0.010872
0.155297  2.69382  0.0108371
0.155407  2.69494  0.0108027
0.155517  2.69605  0.0107686
0.155626  2.69715  0.0107348
0.155736  2.69825  0.0107013
0.155845  2.69933  0.0106682
0.155955  2.7004  0.0106355
0.156065  2.70147  0.010603
0.156174  2.70253  0.0105709
0.156284  2.70358  0.010539
0.156394  2.70462  0.0105075
0.156503  2.70565  0.0104763
0.156613  2.70667  0.0104454
0.156722  2.70769  0.0104148
0.156832  2.7087  0.0103845
0.156942  2.7097  0.0103545
0.157051  2.71069  0.0103247
0.157161  2.71167  0.0102953
0.157271  2.71265  0.0102661
0.15738  2.71362  0.0102372
0.15749  2.71458  0.0102085
0.157599  2.71553  0.0101802
0.157709  2.71648  0.0101521
0.157819  2.71742  0.0101242
0.157928  2.71835  0.0100966
0.158038  2.71928  0.0100693
0.158148  2.72019  0.0100422
0.158257  2.72111  0.0100154
0.158367  2.72201  0.00998875
0.158476  2.72291  0.00996239
0.158586  2.7238  0.00993627
0.158696  2.72468  0.00991038
0.158805  2.72556  0.00988472
0.158915  2.72643  0.00985928
0.159025  2.7273  0.00983407
0.159134  2.72815  0.00980909
0.159244  2.72901  0.00978432
0.159353  2.72985  0.00975977
0.159463  2.73069  0.00973543
0.159573  2.73153  0.00971131
0.159682  2.73235  0.00968739
0.159792  2.73317  0.00966368
0.159902  2.73399  0.00964017
0.160011  2.7348  0.00961686
0.160121  2.7356  0.00959375
0.16023  2.7364  0.00957083
0.16034  2.7372  0.00954811
0.16045  2.73798  0.00952558
0.160559  2.73876  0.00950324
0.160669  2.73954  0.00948108
0.160779  2.74031  0.00945911
0.160888  2.74108  0.00943732
0.160998  2.74183  0.00941571
0.161107  2.74259  0.00939428
0.161217  2.74334  0.00937303
0.161327  2.74408  0.00935194
0.161436  2.74482  0.00933103
0.161546  2.74556  0.00931029
0.161656  2.74628  0.00928971
0.161765  2.74701  0.0092693
0.161875  2.74773  0.00924906
0.161984  2.74844  0.00922897
0.162094  2.74915  0.00920905
0.162204  2.74986  0.00918928
0.162313  2.75056  0.00916967
0.162423  2.75125  0.00915021
0.162533  2.75194  0.00913091
0.162642  2.75263  0.00911176
0.162752  2.75331  0.00909275
0.162861  2.75399  0.0090739
0.162971  2.75466  0.00905518
0.163081  2.75533  0.00903662
0.16319  2.75599  0.00901819
0.1633  2.75665  0.00899991
0.16341  2.7573  0.00898176
0.163519  2.75795  0.00896376
0.163629  2.7586  0.00894589
0.163738  2.75924  0.00892815
0.163848  2.75988  0.00891055
0.163958  2.76052  0.00889308
0.164067  2.76115  0.00887574
0.164177  2.76177  0.00885853
0.164287  2.76239  0.00884144
0.164396  2.76301  0.00882448
0.164506  2.76363  0.00880765
0.164615  2.76424  0.00879094
0.164725  2.76484  0.00877436
0.164835  2.76545  0.00875789
0.164944  2.76605  0.00874154
0.165054  2.76664  0.00872531
0.165164  2.76723  0.0087092
0.165273  2.76782  0.00869321
0.165383  2.7684  0.00867733
0.165492  2.76898  0.00866156
0.165602  2.76956  0.0086459
0.165712  2.77013  0.00863036
0.165821  2.7707  0.00861492
0.165931  2.77127  0.0085996
0.166041  2.77183  0.00858438
0.16615  2.77239  0.00856927
0.16626  2.77295  0.00855426
0.166369  2.7735  0.00853936
0.166479  2.77405  0.00852456
0.166589  2.7746  0.00850987
0.166698  2.77514  0.00849527
0.166808  2.77568  0.00848078
0.166917  2.77622  0.00846638
0.167027  2.77675  0.00845209
0.167137  2.77728  0.00843789
0.167246  2.77781  0.00842379
0.167356  2.77833  0.00840978
0.167466  2.77885  0.00839586
0.167575  2.77937  0.00838204
0.167685  2.77989  0.00836832
0.167794  2.7804  0.00835468
0.167904  2.78091  0.00834114
0.168014  2.78141  0.00832768
0.168123  2.78192  0.00831431
0.168233  2.78242  0.00830104
0.168343  2.78291  0.00828784
0.168452  2.78341  0.00827474
0.168562  2.7839  0.00826172
0.168671  2.78439  0.00824879
0.168781  2.78487  0.00823594
0.168891  2.78536  0.00822317
0.169  2.78584  0.00821049
0.16911  2.78631  0.00819788
0.16922  2.78679  0.00818536
0.169329  2.78726  0.00817292
0.169439  2.78773  0.00816056
0.169548  2.7882  0.00814827
0.169658  2.78866  0.00813607
0.169768  2.78912  0.00812394
0.169877  2.78958  0.00811188
0.169987  2.79004  0.00809991
0.170097  2.79049  0.00808801
0.170206  2.79095  0.00807618
0.170316  2.7914  0.00806442
0.170425  2.79184  0.00805274
0.170535  2.79229  0.00804113
0.170645  2.79273  0.0080296
0.170754  2.79317  0.00801813
0.170864  2.79361  0.00800674
0.170974  2.79404  0.00799541
0.171083  2.79447  0.00798415
0.171193  2.7949  0.00797297
